Date;Close;;;;;;;;;;
25.01.1993;43,94;;;;;;-0,56;0,2;;;
01.02.1993;44,97;2%;TRUE;;250;;-0,53;0,2;;;10896
08.02.1993;44,59;-1%;FALSE;-1%;200;;-0,51;0,2;;;3660
15.02.1993;43,56;-2%;FALSE;-3%;100;;-0,5;0,2;;;14556
22.02.1993;44,41;2%;FALSE;-1%;200;;-0,49;0,2;;;12200
01.03.1993;44,75;1%;FALSE;0%;250;;-0,48;0,2;;;1,193114754
08.03.1993;45,09;1%;TRUE;;250;;-0,47;0,2;;;
15.03.1993;45,03;0%;FALSE;0%;250;;-0,46;0,2;;;
22.03.1993;44,91;0%;FALSE;0%;250;;-0,45;0,2;;;
29.03.1993;44,09;-2%;FALSE;-2%;150;;-0,44;0,2;;;
05.04.1993;44,28;0%;FALSE;-2%;150;;-0,43;0,2;;;
12.04.1993;44,94;1%;FALSE;0%;250;;-0,42;0,2;;;
19.04.1993;43,75;-3%;FALSE;-3%;100;;-0,41;0,2;;;
26.04.1993;44,03;1%;FALSE;-2%;150;;-0,4;0,2;;;
03.05.1993;44,34;1%;FALSE;-2%;150;;-0,39;0,2;;;
10.05.1993;44;-1%;FALSE;-2%;150;;-0,38;0,2;;;
17.05.1993;44,75;2%;FALSE;-1%;200;;-0,37;0,2;;;
24.05.1993;45,22;1%;TRUE;;250;;-0,36;0,2;;;
31.05.1993;45,28;0%;TRUE;;250;;-0,35;0,2;;;
07.06.1993;45,09;0%;FALSE;0%;250;;-0,34;0,2;;;
14.06.1993;44,5;-1%;FALSE;-2%;150;;-0,33;0,2;;;
21.06.1993;44,78;1%;FALSE;-1%;200;;-0,32;0,2;;;
28.06.1993;44,69;0%;FALSE;-1%;200;;-0,31;0,2;;;
05.07.1993;44,97;1%;FALSE;-1%;200;;-0,3;0,2;;;
12.07.1993;44,75;0%;FALSE;-1%;200;;-0,29;0,2;;;
19.07.1993;44,72;0%;FALSE;-1%;200;;-0,28;0,2;;;
26.07.1993;44,84;0%;FALSE;-1%;200;;-0,27;0,2;;;
02.08.1993;44,97;0%;FALSE;-1%;200;;-0,26;0,2;;;
09.08.1993;45,13;0%;FALSE;0%;250;;-0,25;0,2;;;
16.08.1993;45,81;2%;TRUE;;250;;-0,24;0,2;;;
23.08.1993;46,25;1%;TRUE;;250;;-0,23;0,2;;;
30.08.1993;46,38;0%;TRUE;;250;;-0,22;0,2;;;
06.09.1993;46,41;0%;TRUE;;250;;-0,21;0,2;;;
13.09.1993;45,81;-1%;FALSE;-1%;200;;-0,2;0,2;;;
20.09.1993;45,78;0%;FALSE;-1%;200;;-0,19;0,2;;;
27.09.1993;46,16;1%;FALSE;-1%;200;;-0,18;0,2;;;
04.10.1993;46,06;0%;FALSE;-1%;200;;-0,17;0,2;;;
11.10.1993;47,06;2%;TRUE;;250;;-0,16;0,2;;;
18.10.1993;46,38;-1%;FALSE;-1%;200;;-0,15;0,2;;;
25.10.1993;46,84;1%;FALSE;0%;250;;-0,14;0,2;;;
01.11.1993;46,06;-2%;FALSE;-2%;150;;-0,13;0,2;;;
08.11.1993;46,59;1%;FALSE;-1%;200;;-0,12;0,2;;;
15.11.1993;46,31;-1%;FALSE;-2%;150;;-0,11;0,2;;;
22.11.1993;46,5;0%;FALSE;-1%;200;;-0,1;0,2;;;
29.11.1993;46,72;0%;FALSE;-1%;200;;-0,09;0,2;;;
06.12.1993;46,59;0%;FALSE;-1%;200;;-0,08;0,2;;;
13.12.1993;46,56;0%;FALSE;-1%;200;;-0,07;0,2;;;
20.12.1993;46,75;0%;FALSE;-1%;200;;-0,06;0,2;;;
27.12.1993;46,59;0%;FALSE;-1%;200;;-0,05;0,2;;;
03.01.1994;47,03;1%;FALSE;0%;250;;-0,04;0,5;;;
10.01.1994;47,41;1%;TRUE;;250;;-0,03;1;;;
17.01.1994;47,38;0%;FALSE;0%;250;;-0,02;1,5;;;
24.01.1994;47,88;1%;TRUE;;250;;-0,01;2;;;
31.01.1994;46,97;-2%;FALSE;-2%;150;;0;2,5;;;
07.02.1994;47,16;0%;FALSE;-2%;150;;;;;;
14.02.1994;46,88;-1%;FALSE;-2%;150;;;;;;
21.02.1994;46,81;0%;FALSE;-2%;150;;;;;;
28.02.1994;46,69;0%;FALSE;-2%;150;;;;;;
07.03.1994;46,84;0%;FALSE;-2%;150;;;;;;
14.03.1994;46,97;0%;FALSE;-2%;150;;;;;;
21.03.1994;45,94;-2%;FALSE;-4%;50;;;;;;
28.03.1994;44,59;-3%;FALSE;-7%;20;;;;;;
04.04.1994;44,69;0%;FALSE;-7%;20;;;;;;
11.04.1994;44,59;0%;FALSE;-7%;20;;;;;;
18.04.1994;44,86;1%;FALSE;-6%;20;;;;;;
25.04.1994;45,09;1%;FALSE;-6%;20;;;;;;
02.05.1994;44,75;-1%;FALSE;-7%;20;;;;;;
09.05.1994;44,52;-1%;FALSE;-7%;20;;;;;;
16.05.1994;45,56;2%;FALSE;-5%;20;;;;;;
23.05.1994;45,88;1%;FALSE;-4%;50;;;;;;
30.05.1994;46,23;1%;FALSE;-3%;100;;;;;;
06.06.1994;46,11;0%;FALSE;-4%;50;;;;;;
13.06.1994;45,88;-1%;FALSE;-4%;50;;;;;;
20.06.1994;44,06;-4%;FALSE;-8%;20;;;;;;
27.06.1994;44,56;1%;FALSE;-7%;20;;;;;;
04.07.1994;44,91;1%;FALSE;-6%;20;;;;;;
11.07.1994;45,39;1%;FALSE;-5%;20;;;;;;
18.07.1994;45,34;0%;FALSE;-5%;20;;;;;;
25.07.1994;45,91;1%;FALSE;-4%;50;;;;;;
01.08.1994;45,78;0%;FALSE;-4%;50;;;;;;
08.08.1994;46,33;1%;FALSE;-3%;100;;;;;;
15.08.1994;46,42;0%;FALSE;-3%;100;;;;;;
22.08.1994;47,69;3%;FALSE;0%;250;;;;;;
29.08.1994;47,3;-1%;FALSE;-1%;200;;;;;;
05.09.1994;47;-1%;FALSE;-2%;150;;;;;;
12.09.1994;47,02;0%;FALSE;-2%;150;;;;;;
19.09.1994;45,91;-2%;FALSE;-4%;50;;;;;;
26.09.1994;46,17;1%;FALSE;-4%;50;;;;;;
03.10.1994;45,45;-2%;FALSE;-5%;20;;;;;;
10.10.1994;47,05;4%;FALSE;-2%;150;;;;;;
17.10.1994;46,56;-1%;FALSE;-3%;100;;;;;;
24.10.1994;47,66;2%;FALSE;0%;250;;;;;;
31.10.1994;46,33;-3%;FALSE;-3%;100;;;;;;
07.11.1994;46,41;0%;FALSE;-3%;100;;;;;;
14.11.1994;46,47;0%;FALSE;-3%;100;;;;;;
21.11.1994;45,47;-2%;FALSE;-5%;20;;;;;;
28.11.1994;45,56;0%;FALSE;-5%;20;;;;;;
05.12.1994;45,05;-1%;FALSE;-6%;20;;;;;;
12.12.1994;45,75;2%;FALSE;-4%;50;;;;;;
19.12.1994;46,06;1%;FALSE;-4%;50;;;;;;
26.12.1994;45,56;-1%;FALSE;-5%;20;;;;;;
02.01.1995;46,05;1%;FALSE;-4%;50;;;;;;
09.01.1995;46,73;1%;FALSE;-2%;150;;;;;;
16.01.1995;46,55;0%;FALSE;-3%;100;;;;;;
23.01.1995;47,11;1%;FALSE;-2%;150;;;;;;
30.01.1995;48,03;2%;TRUE;;250;;;;;;
06.02.1995;48,36;1%;TRUE;;250;;;;;;
13.02.1995;48,45;0%;TRUE;;250;;;;;;
20.02.1995;49;1%;TRUE;;250;;;;;;
27.02.1995;48,78;0%;FALSE;0%;250;;;;;;
06.03.1995;49,27;1%;TRUE;;250;;;;;;
13.03.1995;49,56;1%;TRUE;;250;;;;;;
20.03.1995;50,22;1%;TRUE;;250;;;;;;
27.03.1995;50,11;0%;FALSE;0%;250;;;;;;
03.04.1995;50,7;1%;TRUE;;250;;;;;;
10.04.1995;51,08;1%;TRUE;;250;;;;;;
17.04.1995;50,89;0%;FALSE;0%;250;;;;;;
24.04.1995;51,59;1%;TRUE;;250;;;;;;
01.05.1995;52,19;1%;TRUE;;250;;;;;;
08.05.1995;52,75;1%;TRUE;;250;;;;;;
15.05.1995;52,09;-1%;FALSE;-1%;200;;;;;;
22.05.1995;52,56;1%;FALSE;0%;250;;;;;;
29.05.1995;53,55;2%;TRUE;;250;;;;;;
05.06.1995;53,06;-1%;FALSE;-1%;200;;;;;;
12.06.1995;53,97;2%;TRUE;;250;;;;;;
19.06.1995;55,02;2%;TRUE;;250;;;;;;
26.06.1995;54,41;-1%;FALSE;-1%;200;;;;;;
03.07.1995;55,77;2%;TRUE;;250;;;;;;
10.07.1995;56,05;1%;TRUE;;250;;;;;;
17.07.1995;55,41;-1%;FALSE;-1%;200;;;;;;
24.07.1995;56,3;2%;TRUE;;250;;;;;;
31.07.1995;55,98;-1%;FALSE;-1%;200;;;;;;
07.08.1995;55,66;-1%;FALSE;-1%;200;;;;;;
14.08.1995;56,17;1%;FALSE;0%;250;;;;;;
21.08.1995;56,3;0%;TRUE;;250;;;;;;
28.08.1995;56,66;1%;TRUE;;250;;;;;;
04.09.1995;57,55;2%;TRUE;;250;;;;;;
11.09.1995;58,44;2%;TRUE;;250;;;;;;
18.09.1995;58,31;0%;FALSE;0%;250;;;;;;
25.09.1995;58,48;0%;TRUE;;250;;;;;;
02.10.1995;58,41;0%;FALSE;0%;250;;;;;;
09.10.1995;58,63;0%;TRUE;;250;;;;;;
16.10.1995;58,83;0%;TRUE;;250;;;;;;
23.10.1995;58,19;-1%;FALSE;-1%;200;;;;;;
30.10.1995;59,23;2%;TRUE;;250;;;;;;
06.11.1995;59,53;1%;TRUE;;250;;;;;;
13.11.1995;60,19;1%;TRUE;;250;;;;;;
20.11.1995;60,33;0%;TRUE;;250;;;;;;
27.11.1995;60,98;1%;TRUE;;250;;;;;;
04.12.1995;62,16;2%;TRUE;;250;;;;;;
11.12.1995;61,81;-1%;FALSE;-1%;200;;;;;;
18.12.1995;61,2;-1%;FALSE;-2%;150;;;;;;
25.12.1995;61,48;0%;FALSE;-1%;200;;;;;;
01.01.1996;61,59;0%;FALSE;-1%;200;;;;;;
08.01.1996;60,23;-2%;FALSE;-3%;100;;;;;;
15.01.1996;61,27;2%;FALSE;-1%;200;;;;;;
22.01.1996;62,23;2%;TRUE;;250;;;;;;
29.01.1996;63,64;2%;TRUE;;250;;;;;;
05.02.1996;65,83;3%;TRUE;;250;;;;;;
12.02.1996;64,94;-1%;FALSE;-1%;200;;;;;;
19.02.1996;65,94;2%;TRUE;;250;;;;;;
26.02.1996;64,89;-2%;FALSE;-2%;150;;;;;;
04.03.1996;63,5;-2%;FALSE;-4%;50;;;;;;
11.03.1996;64,13;1%;FALSE;-3%;100;;;;;;
18.03.1996;65,16;2%;FALSE;-1%;200;;;;;;
25.03.1996;64,69;-1%;FALSE;-2%;150;;;;;;
01.04.1996;65,52;1%;FALSE;-1%;200;;;;;;
08.04.1996;63,72;-3%;FALSE;-3%;100;;;;;;
15.04.1996;64,53;1%;FALSE;-2%;150;;;;;;
22.04.1996;65,44;1%;FALSE;-1%;200;;;;;;
29.04.1996;64,31;-2%;FALSE;-2%;150;;;;;;
06.05.1996;65,38;2%;FALSE;-1%;200;;;;;;
13.05.1996;67,19;3%;TRUE;;250;;;;;;
20.05.1996;68,17;1%;TRUE;;250;;;;;;
27.05.1996;66,88;-2%;FALSE;-2%;150;;;;;;
03.06.1996;67,63;1%;FALSE;-1%;200;;;;;;
10.06.1996;66,94;-1%;FALSE;-2%;150;;;;;;
17.06.1996;66,81;0%;FALSE;-2%;150;;;;;;
24.06.1996;67,11;0%;FALSE;-2%;150;;;;;;
01.07.1996;65,58;-2%;FALSE;-4%;50;;;;;;
08.07.1996;64,56;-2%;FALSE;-5%;20;;;;;;
15.07.1996;63,97;-1%;FALSE;-6%;20;;;;;;
22.07.1996;63,72;0%;FALSE;-7%;20;;;;;;
29.07.1996;66,56;4%;FALSE;-2%;150;;;;;;
05.08.1996;66,22;-1%;FALSE;-3%;100;;;;;;
12.08.1996;66,84;1%;FALSE;-2%;150;;;;;;
19.08.1996;66,86;0%;FALSE;-2%;150;;;;;;
26.08.1996;65,33;-2%;FALSE;-4%;50;;;;;;
02.09.1996;65,94;1%;FALSE;-3%;100;;;;;;
09.09.1996;68,56;4%;TRUE;;250;;;;;;
16.09.1996;68,64;0%;TRUE;;250;;;;;;
23.09.1996;68,69;0%;TRUE;;250;;;;;;
30.09.1996;70,34;2%;TRUE;;250;;;;;;
07.10.1996;70,31;0%;FALSE;0%;250;;;;;;
14.10.1996;71,22;1%;TRUE;;250;;;;;;
21.10.1996;70,31;-1%;FALSE;-1%;200;;;;;;
28.10.1996;70,59;0%;FALSE;-1%;200;;;;;;
04.11.1996;73,42;4%;TRUE;;250;;;;;;
11.11.1996;74,03;1%;TRUE;;250;;;;;;
18.11.1996;75,17;2%;TRUE;;250;;;;;;
25.11.1996;76,02;1%;TRUE;;250;;;;;;
02.12.1996;74,31;-2%;FALSE;-2%;150;;;;;;
09.12.1996;73,31;-1%;FALSE;-4%;50;;;;;;
16.12.1996;74,84;2%;FALSE;-2%;150;;;;;;
23.12.1996;75,88;1%;FALSE;0%;250;;;;;;
30.12.1996;75,09;-1%;FALSE;-1%;200;;;;;;
06.01.1997;76,13;1%;TRUE;;250;;;;;;
13.01.1997;77,56;2%;TRUE;;250;;;;;;
20.01.1997;76,75;-1%;FALSE;-1%;200;;;;;;
